route_id,date,weekday,week_number,driver_id,origin_barrio,lat_origin,lon_origin,barrios_recorridos,tipo_vehiculo,vehicle_capacity_m3,volumen_cargado_m3,carga_pct,n_paradas,n_paquetes,cliente_top_count,km_total,desviacion_km,velocidad_media_kmh,duracion_min,tiempo_conduccion_min,tiempo_paradas_min,tiempo_espera_deposito_min,tiempo_carga_min,n_incidentes,motivo_incidente,paquetes_no_entregados,porcentaje_entregas_exitosas,prioridad,entregas_retrasadas,clima,turno,estado_ruta,notas_logisticas,costo_est_operativo,eficiencia_carga_pct,tasa_exito_entregas
2198,2025-02-25,1,8,6,gonnet,-34.930184,-57.924379,gonnet; manuel b. gonnet; city bell,furgoneta,8,7.76,97.0,81,98,3,22.8,1.49,8.72,238,163,105,29,15,0,nan,1,98.98,baja,1,despejado,mañana,parcial,contactar cliente,32.87,97.0,98.98
2199,2025-08-13,2,32,1,villa elvira,-34.8928,-57.948411,villa elvira; los hornos; villa elisa; la plata,camioneta,13,5.34,41.1,72,88,8,23.4,0.85,24.63,218,57,161,34,22,0,nan,0,100.0,media,0,lluvia ligera,mañana,completa_ok,nan,27.69,41.1,100.0
2200,2025-12-13,5,49,4,ringuelet,-34.94724,-57.933597,ringuelet; manuel b. gonnet,furgoneta,8,7.84,98.0,75,87,6,3.9,0.72,46.8,142,5,158,3,33,0,nan,1,98.85,media,1,despejado,mañana,parcial,reintentar mañana,16.03,98.0,98.85
2201,2025-01-21,1,3,3,joaquin gorina,-34.870999,-57.943554,joaquin gorina; gonnet; city bell,camioneta,13,5.94,45.7,95,110,5,30.1,0.0,17.37,303,104,199,4,21,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,36.83,45.7,100.0
2202,2025-02-01,5,4,1,joaquin gorina,-34.869667,-57.948573,joaquin gorina; gonnet,camioneta,13,2.46,18.9,71,87,6,27.2,0.17,14.97,249,109,140,4,25,0,nan,1,98.85,media,1,despejado,mañana,parcial,contactar cliente,34.04,18.9,98.85
2203,2025-01-03,4,0,5,ringuelet,-34.949584,-57.932675,ringuelet; tolosa,camioneta,13,4.5,34.6,66,78,9,14.7,0.83,110.25,173,8,165,2,22,0,nan,1,98.72,baja,1,nublado,mañana,parcial,contactar cliente,20.57,34.6,98.72
2204,2025-10-03,4,39,4,villa elvira,-34.891647,-57.949681,villa elvira,camioneta,13,9.0,69.2,87,101,8,28.1,1.54,21.62,305,78,227,14,29,0,nan,1,99.01,media,1,tormenta,mañana,parcial,entrega parcial,38.81,69.2,99.01
2205,2025-03-02,6,9,7,melchor romero,-34.948967,-57.984725,melchor romero; lisandro olmos,furgoneta,8,7.84,98.0,90,98,5,33.7,1.41,14.65,269,138,131,1,28,0,nan,0,100.0,baja,0,nublado,mañana,completa_ok,nan,35.73,98.0,100.0
2206,2025-12-18,3,50,3,la plata,-34.917155,-57.952643,la plata,furgoneta,8,5.15,64.4,82,95,7,27.0,0.64,16.36,314,99,215,4,22,0,nan,0,100.0,baja,1,tormenta,mañana,con_incidente,nan,38.79,64.4,100.0
2207,2025-08-17,6,33,7,lisandro olmos,-34.800065,-57.895104,lisandro olmos; abasto,camioneta,13,10.41,80.1,74,79,11,31.4,2.44,13.27,273,142,131,15,36,0,nan,0,100.0,media,0,despejado,mañana,con_incidente,nan,36.41,80.1,100.0
2208,2025-09-22,0,38,6,tolosa,-34.920065,-57.950551,tolosa; la plata; centro,furgoneta,8,6.55,81.9,62,74,9,14.4,1.97,11.37,227,76,151,4,33,0,nan,1,98.65,media,1,despejado,mañana,parcial,reintentar mañana,26.52,81.9,98.65
2209,2025-08-08,4,31,2,city bell,-34.878374,-57.985091,city bell; joaquin gorina,camion 3.5t,18,2.56,14.2,83,101,3,30.5,1.13,366.0,221,5,216,2,24,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,30.21,14.2,100.0
2210,2025-04-30,2,17,7,el peligro,-34.827814,-57.906837,el peligro; abasto,camioneta,13,9.25,71.2,84,98,9,25.7,3.34,51.4,258,30,228,2,30,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,30.97,71.2,100.0
2211,2025-05-31,5,21,1,villa elvira,-34.890061,-57.943349,villa elvira; el peligro,camioneta,13,8.43,64.8,92,104,4,40.9,1.35,15.06,371,163,208,4,21,0,nan,2,98.08,media,1,lluvia ligera,mañana,parcial,reintentar mañana,45.07,64.8,98.08
2212,2025-08-27,2,34,5,ringuelet,-34.947501,-57.929189,ringuelet; tolosa,camioneta,13,6.01,46.2,75,84,4,23.1,2.75,22.89,161,65,116,20,39,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,23.89,46.2,100.0
2213,2025-01-11,5,1,1,tolosa,-34.920555,-57.946524,tolosa; la plata,camioneta,13,3.36,25.8,70,82,6,25.8,0.0,43.0,181,36,145,15,41,0,nan,1,98.78,media,1,viento fuerte,mañana,parcial,entrega parcial,25.71,25.8,98.78
2214,2025-03-03,0,9,3,ringuelet,-34.9455,-57.934773,ringuelet; gonnet; manuel b. gonnet; villa elisa,furgoneta,8,7.62,95.2,78,96,6,40.2,1.54,11.32,335,213,122,10,21,0,nan,1,98.96,media,1,nublado,mañana,parcial,contactar cliente,44.62,95.2,98.96
2215,2025-03-20,3,11,5,gonnet,-34.932639,-57.921948,gonnet; city bell; manuel b. gonnet,camioneta,13,9.75,75.0,70,79,7,24.7,0.0,296.4,172,5,175,1,19,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,23.97,75.0,100.0
2216,2025-10-18,5,41,5,la plata,-34.914693,-57.950403,la plata; villa elisa; el peligro,camioneta,13,3.34,25.7,82,96,9,27.3,0.59,65.52,237,25,212,1,23,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,29.45,25.7,100.0
2217,2025-01-11,5,1,1,gonnet,-34.933455,-57.921913,gonnet; manuel b. gonnet,furgoneta,8,7.33,91.6,84,102,6,16.4,0.0,13.12,271,75,196,8,26,0,nan,0,100.0,baja,1,viento fuerte,mañana,con_incidente,nan,31.79,91.6,100.0
2218,2025-04-25,4,16,5,gonnet,-34.936302,-57.930354,gonnet; city bell; joaquin gorina,furgoneta,8,5.35,66.9,84,97,8,28.4,0.13,15.63,239,109,130,30,36,0,nan,2,97.94,alta,1,despejado,mañana,parcial,contactar cliente,31.16,66.9,97.94
2219,2025-12-23,1,51,3,el carmen,-34.841742,-57.901103,el carmen; berisso,camioneta,13,4.39,33.8,77,92,5,25.3,2.55,15.81,267,96,171,0,39,0,nan,1,98.91,media,1,despejado,mañana,parcial,reintentar mañana,34.79,33.8,98.91
2220,2025-09-11,3,36,7,villa elisa,-34.912997,-57.97894,villa elisa; gonnet,camioneta,13,3.79,29.2,71,78,5,23.5,3.02,282.0,199,5,197,11,26,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,26.91,29.2,100.0
2221,2025-12-08,0,49,6,tolosa,-34.920839,-57.947312,tolosa; manuel b. gonnet; ringuelet,furgoneta,8,3.43,42.9,79,94,5,23.7,1.53,13.02,195,124,109,6,30,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,31.07,42.9,100.0
2222,2025-01-31,4,4,3,berisso,-34.858933,-57.875912,berisso; villa argüello; manuel b. gonnet,furgoneta,8,3.89,48.6,73,86,10,32.5,3.06,9.65,307,202,105,0,24,0,nan,0,100.0,media,1,nublado,mañana,con_incidente,nan,37.31,48.6,100.0
2223,2025-05-18,6,20,3,city bell,-34.871401,-57.977942,city bell,camion 3.5t,18,6.11,33.9,78,90,4,28.9,1.98,10.22,310,185,141,4,17,0,fallo mecánico,0,100.0,media,1,despejado,mañana,con_incidente,contactar cliente,42.6,33.9,100.0
2224,2025-07-29,1,30,6,ringuelet,-34.945515,-57.928038,ringuelet; manuel b. gonnet,furgoneta,8,6.23,77.9,76,88,7,23.2,0.34,27.43,227,56,191,6,29,0,nan,1,98.86,baja,1,despejado,mañana,parcial,contactar cliente,31.25,77.9,98.86
2225,2025-07-31,3,30,3,manuel b. gonnet,-34.922638,-57.926444,manuel b. gonnet; gonnet; ringuelet,furgoneta,8,5.67,70.9,90,95,7,25.5,3.71,102.0,230,15,215,19,25,0,nan,1,98.95,media,1,nublado,mañana,parcial,devolver a depósito,28.85,70.9,98.95
2226,2025-01-22,2,3,4,gonnet,-34.928769,-57.918931,gonnet,camioneta,13,6.23,47.9,91,104,9,35.4,0.09,13.19,334,161,173,10,24,0,nan,0,100.0,baja,0,nublado,mañana,con_incidente,nan,41.43,47.9,100.0
2227,2025-02-11,1,6,5,tolosa,-34.919743,-57.95602,tolosa; manuel b. gonnet; abasto; el peligro,furgoneta,8,7.66,95.8,70,84,1,28.9,0.3,10.38,315,167,148,7,23,0,nan,0,100.0,media,1,nublado,mañana,con_incidente,nan,37.54,95.8,100.0
2228,2025-11-02,6,44,7,city bell,-34.87178,-57.984163,city bell; manuel b. gonnet,camion 3.5t,18,7.14,39.7,98,107,7,28.2,0.0,14.34,254,118,136,2,16,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,32.07,39.7,100.0
2229,2025-08-31,6,35,3,la plata,-34.918212,-57.952263,la plata; villa elisa; city bell; joaquin gorina,camioneta,13,6.41,49.3,78,103,3,6.3,0.0,75.6,133,5,181,1,14,0,nan,1,99.03,media,1,despejado,mañana,parcial,reintentar mañana,16.82,49.3,99.03
2230,2025-11-26,2,47,3,gonnet,-34.93441,-57.92097,gonnet; city bell,camioneta,13,7.7,59.2,78,86,6,27.2,0.0,27.51,194,65,146,6,26,0,nan,0,100.0,media,1,nublado,mañana,parcial,reintentar mañana,28.57,59.2,100.0
2231,2025-03-21,4,11,5,ringuelet,-34.944731,-57.926996,ringuelet; manuel b. gonnet,camioneta,13,4.81,37.0,91,112,6,26.3,0.0,11.43,339,138,201,14,36,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,43.1,37.0,100.0
2232,2025-11-01,5,43,7,tolosa,-34.921787,-57.952652,tolosa; gonnet; ringuelet,furgoneta,8,7.13,89.1,83,99,6,22.7,0.35,11.07,222,123,99,3,24,0,nan,0,100.0,baja,0,tormenta,mañana,completa_ok,nan,27.26,89.1,100.0
2233,2025-08-24,6,34,3,ringuelet,-34.949367,-57.925561,ringuelet; gonnet,furgoneta,8,5.63,70.4,91,102,6,14.2,0.0,7.68,306,111,195,3,39,0,nan,2,98.04,baja,1,despejado,mañana,parcial,contactar cliente,37.31,70.4,98.04
2234,2025-01-09,3,1,1,villa elisa,-34.914416,-57.986788,villa elisa; la plata,camion 3.5t,18,6.94,38.6,90,110,7,29.3,0.0,251.14,250,7,243,6,36,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,30.33,38.6,100.0
2235,2025-01-20,0,3,5,villa elvira,-34.892019,-57.949258,villa elvira; abasto,furgoneta,8,5.17,64.6,72,82,7,27.5,2.69,19.64,253,84,169,18,18,0,nan,0,100.0,baja,0,despejado,mañana,con_incidente,nan,30.16,64.6,100.0
2236,2025-10-29,2,43,4,melchor romero,-34.945273,-57.980066,melchor romero,furgoneta,8,6.87,85.9,75,92,7,18.4,0.0,11.04,227,100,127,1,28,0,nan,1,98.91,media,1,tormenta,mañana,parcial,devolver a depósito,27.46,85.9,98.91
2237,2025-09-09,1,36,1,la plata,-34.921953,-57.959554,la plata; centro,furgoneta,8,5.99,74.9,83,93,5,36.0,0.91,11.55,289,187,102,3,38,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,39.19,74.9,100.0
2238,2025-08-26,1,34,6,villa elvira,-34.889471,-57.950558,villa elvira; villa montoro; la plata,camioneta,13,5.87,45.2,74,89,6,15.6,1.69,6.04,271,155,116,3,29,0,nan,1,98.88,baja,1,despejado,mañana,parcial,entrega parcial,33.98,45.2,98.88
2239,2025-09-26,4,38,2,city bell,-34.87314,-57.978106,city bell; joaquin gorina,camion 3.5t,18,5.62,31.2,61,68,2,17.8,0.0,7.97,224,134,90,9,28,0,nan,0,100.0,baja,1,nublado,mañana,con_incidente,nan,28.52,31.2,100.0
2240,2025-02-06,3,5,6,ringuelet,-34.946067,-57.929873,ringuelet; gonnet,furgoneta,8,7.51,93.9,73,81,5,18.5,0.0,16.92,220,72,186,6,19,0,nan,0,100.0,media,1,tormenta,mañana,con_incidente,nan,33.59,93.9,100.0
2241,2025-01-27,0,4,4,villa elvira,-34.888291,-57.943405,villa elvira; villa montoro; los hornos,furgoneta,8,5.67,70.9,71,77,8,55.8,0.0,18.12,364,145,146,4,50,1,nan,4,94.81,media,1,nublado,mañana,parcial,reintentar mañana,37.7,70.9,94.81
2242,2025-01-09,3,1,6,altos de san lorenzo,-34.920869,-57.948828,altos de san lorenzo; el carmen,furgoneta,8,7.7,96.2,71,84,6,35.4,1.91,10.11,303,210,93,13,21,0,nan,0,100.0,alta,1,despejado,mañana,con_incidente,nan,38.69,96.2,100.0
2243,2025-04-13,6,15,1,tolosa,-34.922863,-57.949081,tolosa,camioneta,13,7.56,58.2,82,98,7,16.6,0.0,25.54,191,39,152,11,41,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,25.78,58.2,100.0
2244,2025-11-19,2,46,1,la plata,-34.920097,-57.955713,la plata; villa elisa; city bell,camioneta,13,7.35,56.5,72,90,0,27.4,0.0,29.89,223,55,168,1,33,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,28.86,56.5,100.0
2245,2025-10-29,2,43,2,villa montoro,-34.903714,-57.95261,villa montoro; los hornos,furgoneta,8,5.92,74.0,86,101,8,31.6,3.93,10.59,333,179,154,15,44,0,nan,1,99.01,media,1,despejado,mañana,parcial,entrega parcial,39.91,74.0,99.01
2246,2025-10-20,0,42,7,la plata,-34.917787,-57.959618,la plata; tolosa; manuel b. gonnet,camioneta,13,7.37,56.7,75,87,5,27.7,0.0,13.09,231,127,104,2,31,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,31.28,56.7,100.0
2247,2025-12-06,5,48,1,tolosa,-34.921984,-57.951444,tolosa; la plata,furgoneta,8,7.84,98.0,80,100,4,11.7,0.1,18.62,127,39,110,9,25,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,17.99,98.0,100.0
2248,2025-05-15,3,19,1,villa montoro,-34.898719,-57.950327,villa montoro; los hornos; gonnet; manuel b. gonnet,camioneta,13,8.8,67.7,73,86,13,22.5,1.99,55.43,268,21,192,14,29,0,nan,2,97.67,alta,0,nublado,mañana,completa_ok,nan,28.44,67.7,97.67
2249,2025-08-07,3,31,4,lisandro olmos,-34.79461,-57.906923,lisandro olmos; abasto; berisso; el carmen,furgoneta,8,3.95,49.4,93,112,8,36.9,0.6,14.76,293,150,143,2,15,0,nan,1,99.11,media,1,nublado,mañana,parcial,contactar cliente,36.23,49.4,99.11
2250,2025-02-28,4,8,3,ringuelet,-34.943756,-57.92843,ringuelet; tolosa; manuel b. gonnet; gonnet,furgoneta,8,3.61,45.1,75,85,7,16.6,0.0,17.47,210,57,153,5,23,0,nan,0,100.0,media,0,lluvia ligera,mañana,completa_ok,nan,27.26,45.1,100.0
2251,2025-08-02,5,30,2,tolosa,-34.92334,-57.948281,tolosa; manuel b. gonnet; ringuelet,furgoneta,8,5.5,68.8,74,90,7,25.8,0.45,15.64,209,99,110,3,38,0,nan,0,100.0,baja,0,nublado,mañana,completa_ok,nan,28.03,68.8,100.0
2252,2025-10-03,4,39,3,la plata,-34.918893,-57.952943,la plata; tolosa,furgoneta,8,7.42,92.8,80,92,5,26.7,2.09,9.89,312,162,150,0,19,0,nan,2,97.83,media,1,nublado,mañana,parcial,contactar cliente,38.98,92.8,97.83
2253,2025-11-13,3,45,5,joaquin gorina,-34.869614,-57.936227,joaquin gorina; gonnet,furgoneta,8,6.16,77.0,78,94,6,36.5,0.77,9.86,362,222,140,5,26,0,nan,0,100.0,alta,1,despejado,mañana,con_incidente,nan,44.51,77.0,100.0
2254,2025-09-10,2,36,6,city bell,-34.8701,-57.981572,city bell; joaquin gorina; gonnet,furgoneta,8,2.39,29.9,69,78,4,6.5,0.0,10.26,225,38,187,6,26,0,nan,1,98.72,media,1,despejado,mañana,parcial,entrega parcial,28.13,29.9,98.72
2255,2025-11-14,4,45,3,berisso,-34.862067,-57.875787,berisso; villa argüello; ringuelet,camioneta,13,11.01,84.7,77,93,6,38.4,2.94,14.39,396,138,170,1,29,0,nan,2,97.85,baja,1,despejado,mañana,parcial,devolver a depósito,40.02,84.7,97.85
2256,2025-02-21,4,7,5,el peligro,-34.8295,-57.908646,el peligro; lisandro olmos,camion 3.5t,18,5.41,30.1,85,105,9,43.2,2.12,18.78,342,138,204,8,23,0,nan,0,100.0,alta,0,despejado,mañana,con_incidente,nan,45.12,30.1,100.0
2257,2025-01-12,6,2,4,tolosa,-34.916712,-57.956971,tolosa; ringuelet,furgoneta,8,7.5,93.8,80,97,13,19.1,1.11,13.17,260,87,173,16,23,0,nan,3,96.91,media,1,nublado,mañana,parcial,entrega parcial,30.26,93.8,96.91
2258,2025-07-15,1,28,1,berisso,-34.855617,-57.870355,berisso; el carmen,camioneta,13,7.82,60.2,74,84,2,37.1,0.0,9.31,371,239,132,8,26,0,nan,0,100.0,baja,1,nublado,mañana,con_incidente,nan,46.72,60.2,100.0
2259,2025-08-18,0,33,6,city bell,-34.876538,-57.978852,city bell; gonnet,furgoneta,8,7.84,98.0,73,91,4,18.3,3.35,19.26,193,57,136,13,21,0,nan,1,98.9,baja,1,lluvia ligera,mañana,parcial,devolver a depósito,23.76,98.0,98.9
2260,2025-06-17,1,24,4,villa montoro,-34.900255,-57.946845,villa montoro; los hornos,camioneta,13,9.14,70.3,79,103,4,26.6,0.55,16.98,291,94,187,0,17,1,cliente ausente,2,98.06,baja,1,nublado,mañana,con_incidente,entrega parcial,36.46,70.3,98.06
2261,2025-09-17,2,37,7,villa elvira,-34.893378,-57.948857,villa elvira; villa montoro,camioneta,13,6.58,50.6,80,90,5,14.2,0.0,170.4,151,5,148,5,29,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,20.66,50.6,100.0
2262,2025-10-19,6,42,3,berisso,-34.863149,-57.879971,berisso; el carmen; villa san carlos,furgoneta,8,2.94,36.8,89,102,10,52.4,1.52,12.72,386,216,139,6,26,1,nan,3,97.06,media,1,nublado,mañana,parcial,devolver a depósito,44.88,36.8,97.06
2263,2025-03-08,5,9,1,gonnet,-34.937485,-57.925427,gonnet; ringuelet,furgoneta,8,7.07,88.4,64,77,4,27.4,1.53,15.96,252,103,149,2,9,0,nan,1,98.7,baja,1,despejado,mañana,parcial,contactar cliente,31.25,88.4,98.7
2264,2025-10-27,0,43,6,abasto,-34.82368,-57.91482,abasto; el peligro; lisandro olmos,camioneta,13,7.75,59.6,89,106,11,27.7,0.0,15.68,341,106,225,3,19,1,clima,0,100.0,baja,1,despejado,mañana,con_incidente,retraso por tráfico,40.55,59.6,100.0
2265,2025-05-27,1,21,5,ringuelet,-34.942119,-57.928659,ringuelet; tolosa,furgoneta,8,6.04,75.5,73,90,8,11.9,0.0,20.4,176,35,141,23,25,0,nan,1,98.89,baja,1,tormenta,mañana,parcial,reintentar mañana,23.18,75.5,98.89
2266,2025-09-27,5,38,7,melchor romero,-34.952617,-57.985292,melchor romero; el peligro; abasto,furgoneta,8,7.56,94.5,77,90,7,32.3,2.22,19.98,279,97,182,9,18,0,nan,0,100.0,media,0,nublado,mañana,con_incidente,nan,35.56,94.5,100.0
2267,2025-07-31,3,30,2,ringuelet,-34.949224,-57.927031,ringuelet; manuel b. gonnet; city bell,camioneta,13,6.58,50.6,90,107,14,25.2,1.6,14.54,269,104,165,0,9,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,33.66,50.6,100.0
2268,2025-03-16,6,11,1,gonnet,-34.934135,-57.921535,gonnet; ringuelet,camioneta,13,5.35,41.2,82,95,6,18.4,0.0,12.13,194,91,103,3,36,0,nan,1,98.95,baja,1,despejado,mañana,parcial,entrega parcial,26.49,41.2,98.95
2269,2025-08-06,2,31,6,ringuelet,-34.945423,-57.924068,ringuelet; tolosa,furgoneta,8,2.85,35.6,81,90,5,14.5,2.75,5.68,233,171,105,16,44,0,nan,0,100.0,baja,1,despejado,mañana,con_incidente,nan,35.07,35.6,100.0
2270,2025-04-03,3,13,2,city bell,-34.869788,-57.983202,city bell; joaquin gorina,camioneta,13,7.45,57.3,86,112,10,13.1,0.01,10.77,200,73,127,14,9,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,23.13,57.3,100.0
2271,2025-02-19,2,7,1,gonnet,-34.934851,-57.922926,gonnet; manuel b. gonnet,camioneta,13,7.29,56.1,84,96,5,32.3,0.0,9.14,318,212,106,1,30,0,nan,0,100.0,alta,1,despejado,mañana,con_incidente,nan,41.1,56.1,100.0
2272,2025-09-26,4,38,1,ringuelet,-34.944592,-57.927228,ringuelet; el peligro,camioneta,13,9.31,71.6,88,101,8,23.4,0.98,13.25,292,106,186,10,31,0,nan,0,100.0,alta,0,despejado,mañana,con_incidente,nan,35.52,71.6,100.0
2273,2025-08-13,2,32,4,manuel b. gonnet,-34.924356,-57.92689,manuel b. gonnet; gonnet,camioneta,13,8.07,62.1,79,96,9,26.0,1.21,33.91,196,46,150,3,5,0,nan,0,100.0,alta,0,nublado,mañana,completa_ok,nan,25.32,62.1,100.0
2274,2025-03-03,0,9,1,la plata,-34.918734,-57.958587,la plata; villa elisa,furgoneta,8,5.14,64.2,81,101,9,33.2,0.0,18.11,289,110,179,21,26,0,nan,3,97.03,media,1,nublado,mañana,parcial,reintentar mañana,36.92,64.2,97.03
2275,2025-04-10,3,14,4,joaquin gorina,-34.86742,-57.933705,joaquin gorina; gonnet,furgoneta,8,3.91,48.9,80,91,5,22.4,0.04,15.81,265,85,180,0,30,0,nan,2,97.8,baja,1,despejado,mañana,parcial,contactar cliente,31.73,48.9,97.8
2276,2025-11-20,3,46,4,los hornos,-34.916174,-57.98952,los hornos; villa elvira,camion 3.5t,18,4.79,26.6,90,105,8,28.3,0.0,22.34,255,76,179,7,25,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,33.21,26.6,100.0
2277,2025-03-13,3,10,2,city bell,-34.872047,-57.986144,city bell; joaquin gorina,furgoneta,8,5.28,66.0,63,70,8,16.4,0.0,15.37,190,64,126,1,19,0,nan,0,100.0,baja,0,lluvia ligera,mañana,completa_ok,nan,23.82,66.0,100.0
2278,2025-06-15,6,24,1,city bell,-34.876714,-57.979323,city bell; manuel b. gonnet,furgoneta,8,7.84,98.0,77,89,8,19.0,0.02,16.13,169,77,115,9,25,0,nan,1,98.88,media,1,despejado,mañana,parcial,devolver a depósito,25.95,98.0,98.88
2279,2025-12-07,6,49,5,gonnet,-34.933949,-57.924392,gonnet; city bell,camioneta,13,5.52,42.5,62,74,7,5.7,1.67,7.6,184,45,139,4,14,0,nan,0,100.0,media,1,nublado,mañana,con_incidente,nan,21.01,42.5,100.0
2280,2025-01-20,0,3,7,los hornos,-34.912757,-57.990049,los hornos; la plata,furgoneta,8,7.24,90.5,72,87,11,17.9,0.0,22.37,208,48,160,0,21,0,nan,1,98.85,baja,1,despejado,mañana,parcial,contactar cliente,27.93,90.5,98.85
2281,2025-03-11,1,10,4,villa montoro,-34.898691,-57.954047,villa montoro; villa elvira,camioneta,13,5.29,40.7,83,99,6,28.1,1.75,120.43,238,14,224,4,16,0,nan,0,100.0,alta,0,nublado,mañana,completa_ok,nan,30.85,40.7,100.0
2282,2025-05-26,0,21,5,la plata,-34.921046,-57.954501,la plata; villa elisa,camioneta,13,7.65,58.8,79,88,10,31.6,0.36,19.35,266,98,168,0,27,0,nan,2,97.73,baja,1,despejado,mañana,parcial,entrega parcial,34.99,58.8,97.73
2283,2025-11-17,0,46,6,villa elvira,-34.887428,-57.94638,villa elvira; los hornos,camioneta,13,3.76,28.9,82,102,8,36.3,0.0,8.85,356,246,110,5,32,0,nan,2,98.04,media,1,despejado,mañana,parcial,reintentar mañana,45.74,28.9,98.04
2284,2025-05-09,4,18,1,berisso,-34.859443,-57.873857,berisso; villa argüello,furgoneta,8,2.77,34.6,89,109,6,23.5,1.11,11.56,241,122,119,2,25,0,nan,1,99.08,baja,1,despejado,mañana,parcial,contactar cliente,31.98,34.6,99.08
2285,2025-08-28,3,34,1,tolosa,-34.921085,-57.953266,tolosa; ringuelet,camioneta,13,5.35,41.2,89,106,7,33.2,0.0,29.68,262,75,229,2,16,0,nan,0,100.0,baja,1,lluvia ligera,mañana,parcial,entrega parcial,39.58,41.2,100.0
2286,2025-08-18,0,33,5,la plata,-34.925242,-57.9539,la plata; tolosa; manuel b. gonnet,camion 3.5t,18,4.99,27.7,83,97,7,19.6,1.2,9.64,290,122,168,7,30,0,nan,2,97.94,alta,1,nublado,mañana,parcial,entrega parcial,37.07,27.7,97.94
2287,2025-05-07,2,18,7,ringuelet,-34.948044,-57.933516,ringuelet; tolosa; manuel b. gonnet,furgoneta,8,7.18,89.8,87,103,8,27.6,1.74,40.39,215,41,174,11,20,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,28.33,89.8,100.0
2288,2025-09-23,1,38,3,melchor romero,-34.95077,-57.978733,melchor romero; lisandro olmos; el carmen,camioneta,13,3.42,26.3,96,118,4,33.7,0.0,32.42,369,52,239,0,17,1,nan,2,98.31,media,0,despejado,mañana,completa_ok,nan,35.13,26.3,98.31
2289,2025-06-18,2,24,1,tolosa,-34.921599,-57.952579,tolosa; manuel b. gonnet; ringuelet,furgoneta,8,7.84,98.0,80,105,13,16.1,0.0,5.75,269,168,101,3,26,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,34.15,98.0,100.0
2290,2025-05-17,5,19,7,abasto,-34.817841,-57.92468,abasto; manuel b. gonnet; gonnet,camioneta,13,8.28,63.7,84,94,11,31.3,2.41,39.12,273,48,225,0,29,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,36.1,63.7,100.0
2291,2025-07-29,1,30,7,gonnet,-34.937586,-57.921742,gonnet; ringuelet; tolosa,furgoneta,8,4.65,58.1,77,86,8,20.5,0.78,15.57,257,79,178,18,38,0,nan,0,100.0,media,0,despejado,mañana,con_incidente,nan,32.22,58.1,100.0
2292,2025-08-09,5,31,3,la plata,-34.918538,-57.961581,la plata; los hornos; melchor romero,camioneta,13,7.84,60.3,79,94,2,25.5,2.02,22.11,244,76,185,5,21,0,nan,0,100.0,alta,1,nublado,mañana,parcial,entrega parcial,31.76,60.3,100.0
2293,2025-01-01,2,0,3,los hornos,-34.920274,-57.992778,los hornos; altos de san lorenzo; manuel b. gonnet,camioneta,13,9.21,70.8,80,95,12,47.8,1.31,14.86,365,193,172,2,36,0,nan,1,98.95,media,1,despejado,mañana,parcial,devolver a depósito,47.54,70.8,98.95
2294,2025-08-22,4,33,2,gonnet,-34.935774,-57.9253,gonnet; el carmen,camioneta,13,5.23,40.2,64,78,4,18.1,1.79,61.6,166,15,131,8,17,0,nan,2,97.44,media,1,nublado,mañana,parcial,contactar cliente,20.67,40.2,97.44
2295,2025-02-23,6,8,7,lisandro olmos,-34.795266,-57.89929,lisandro olmos; melchor romero; los hornos,camioneta,13,5.26,40.5,85,103,10,46.8,2.41,14.25,354,197,157,5,23,0,nan,0,100.0,baja,1,tormenta,mañana,con_incidente,nan,45.67,40.5,100.0
2296,2025-07-12,5,27,6,gonnet,-34.930336,-57.919977,gonnet; tolosa; la plata,camioneta,13,7.05,54.2,77,92,4,20.1,0.48,24.23,144,53,121,5,28,0,nan,0,100.0,media,0,lluvia ligera,mañana,completa_ok,nan,22.28,54.2,100.0
