route_id,date,weekday,week_number,driver_id,origin_barrio,lat_origin,lon_origin,barrios_recorridos,tipo_vehiculo,vehicle_capacity_m3,volumen_cargado_m3,carga_pct,n_paradas,n_paquetes,cliente_top_count,km_total,desviacion_km,velocidad_media_kmh,duracion_min,tiempo_conduccion_min,tiempo_paradas_min,tiempo_espera_deposito_min,tiempo_carga_min,n_incidentes,motivo_incidente,paquetes_no_entregados,porcentaje_entregas_exitosas,prioridad,entregas_retrasadas,clima,turno,estado_ruta,notas_logisticas,costo_est_operativo,eficiencia_carga_pct,eficiencia_tiempo_pct,costo_por_km,costo_por_paquete
2164,2025-03-30,6,13,1,La Plata,-34.921628,-57.9442,La Plata; Centro; Berisso; Villa Argüello,Camioneta,13,5.28,40.6,83,99,7,28.6,0.0,17.33,285,99,186,28,17,0,,1,98.99,media,1,Despejado,mañana,parcial,Reintentar mañana,34.48,40.61538461538462,34.73684210526316,1.2055944055944054,0.34828282828282825
2165,2025-02-25,1,8,2,Villa Elvira,-34.888104,-57.945534,Villa Elvira; Villa Montoro,Camioneta,13,5.94,45.7,86,104,11,27.9,0.0,12.13,314,138,176,6,19,0,,0,100.0,media,1,Viento fuerte,mañana,con_incidente,,40.52,45.69230769230769,43.94904458598726,1.4523297491039429,0.38961538461538464
2166,2025-05-02,4,17,5,Ringuelet,-34.948227,-57.928116,Ringuelet,Camioneta,13,5.97,45.9,76,97,6,14.8,0.0,26.91,189,33,156,7,14,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,23.57,45.92307692307692,17.46031746031746,1.5925675675675675,0.2429896907216495
2167,2025-03-18,1,11,4,Ringuelet,-34.949598,-57.929366,Ringuelet; Tolosa,Camioneta,13,3.64,28.0,82,97,5,32.6,1.04,18.63,295,105,190,7,16,0,,0,100.0,baja,0,Despejado,mañana,con_incidente,,36.24,28.000000000000004,35.59322033898305,1.1116564417177914,0.37360824742268045
2168,2025-06-20,4,24,1,Gonnet,-34.927474,-57.926602,Gonnet; Villa Elvira,Camion 3.5t,18,5.38,29.9,82,94,8,26.5,1.47,6.94,338,229,109,8,19,0,,0,100.0,baja,1,Despejado,mañana,con_incidente,,43.13,29.888888888888886,67.75147928994083,1.6275471698113209,0.4588297872340426
2169,2025-07-18,4,28,7,La Plata,-34.922789,-57.954138,La Plata; Centro,Camioneta,13,7.35,56.5,95,109,12,25.3,0.07,84.33,283,18,265,6,21,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,35.04,56.53846153846154,6.36042402826855,1.3849802371541502,0.32146788990825687
2170,2025-08-18,0,33,7,Melchor Romero,-34.948581,-57.976576,Melchor Romero; Los Hornos,Furgoneta,8,7.84,98.0,82,102,4,25.5,0.0,8.6,290,178,112,17,28,0,,0,100.0,media,1,Lluvia ligera,mañana,con_incidente,,34.6,98.0,61.37931034482759,1.3568627450980393,0.3392156862745098
2171,2025-09-27,5,38,5,Ringuelet,-34.945221,-57.931402,Ringuelet; Tolosa,Furgoneta,8,7.84,98.0,72,87,9,20.2,0.34,242.4,167,5,162,5,10,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,22.47,98.0,2.9940119760479043,1.1123762376237623,0.2582758620689655
2172,2025-10-18,5,41,7,Berisso,-34.857035,-57.873805,Berisso; El Carmen,Camioneta,13,8.55,65.8,77,95,7,17.7,0.0,12.49,270,85,185,9,25,0,,1,98.95,baja,1,Despejado,mañana,parcial,Devolver a depósito,31.58,65.76923076923077,31.48148148148148,1.784180790960452,0.33242105263157895
2173,2025-06-15,6,24,6,La Plata,-34.924446,-57.955642,La Plata; Los Hornos,Camioneta,13,7.51,57.8,80,94,2,28.5,0.63,8.55,316,200,116,15,24,0,,2,97.87,media,1,Nublado,mañana,parcial,Devolver a depósito,37.62,57.769230769230774,63.29113924050633,1.3199999999999998,0.40021276595744676
2174,2025-05-11,6,19,1,Tolosa,-34.920757,-57.955224,Tolosa; Joaquin Gorina,Camioneta,13,5.32,40.9,83,101,7,37.6,0.0,32.64,236,75,189,0,31,0,,1,99.01,media,1,Nublado,mañana,parcial,Devolver a depósito,33.95,40.92307692307692,31.779661016949152,0.9029255319148937,0.33613861386138616
2175,2025-11-24,0,47,6,City Bell,-34.870832,-57.977623,City Bell; Joaquin Gorina,Camioneta,13,6.76,52.0,88,100,10,26.3,1.38,9.23,295,171,124,1,19,0,,0,100.0,media,0,Despejado,mañana,con_incidente,,35.06,52.0,57.96610169491525,1.3330798479087453,0.3506
2176,2025-12-03,2,48,3,Tolosa,-34.92722,-57.950812,Tolosa; El Peligro; Lisandro Olmos,Camioneta,13,4.05,31.2,84,95,6,26.6,1.09,13.87,199,122,112,3,23,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,31.03,31.153846153846153,61.30653266331658,1.1665413533834585,0.32663157894736844
2177,2025-05-06,1,18,3,Villa Montoro,-34.89816,-57.947302,Villa Montoro; Villa Elvira; Los Hornos,Furgoneta,8,7.4,92.5,89,106,6,32.2,1.19,18.12,373,100,226,10,32,1,,1,99.06,media,1,Despejado,mañana,con_incidente,,39.71,92.5,26.80965147453083,1.2332298136645963,0.374622641509434
2178,2025-11-16,6,46,1,Villa Montoro,-34.897322,-57.950323,Villa Montoro; Villa Elvira,Furgoneta,8,6.5,81.2,61,67,4,23.0,0.0,19.34,243,67,128,5,34,0,,4,94.03,media,1,Despejado,mañana,parcial,Contactar cliente,26.88,81.25,27.572016460905353,1.168695652173913,0.40119402985074626
2179,2025-01-06,0,1,7,Melchor Romero,-34.943982,-57.978917,Melchor Romero; Los Hornos; Villa Montoro,Camioneta,13,9.28,71.4,65,75,4,28.0,0.3,18.44,255,82,150,3,45,0,,2,97.33,media,0,Lluvia ligera,mañana,con_incidente,,27.97,71.38461538461539,32.15686274509804,0.9989285714285714,0.37293333333333334
2180,2025-10-31,4,43,2,Villa Elisa,-34.918889,-57.977093,Villa Elisa; City Bell; Joaquin Gorina,Camioneta,13,6.0,46.2,83,97,4,21.2,2.17,18.71,287,68,219,2,27,0,,2,97.94,baja,1,Nublado,mañana,parcial,Entrega parcial,34.63,46.15384615384615,23.693379790940767,1.6334905660377361,0.35701030927835053
2181,2025-03-02,6,9,6,City Bell,-34.869638,-57.974893,City Bell,Camioneta,13,9.66,74.3,68,84,2,20.0,0.59,7.89,251,152,99,0,23,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,33.34,74.3076923076923,60.55776892430279,1.6670000000000003,0.3969047619047619
2182,2025-05-24,5,20,4,Ringuelet,-34.949592,-57.933275,Ringuelet; Gonnet; Manuel B. Gonnet,Furgoneta,8,4.09,51.1,86,98,4,24.9,1.68,53.36,207,28,179,3,22,0,,1,98.98,media,1,Despejado,mañana,parcial,Reintentar mañana,26.68,51.125,13.526570048309178,1.0714859437751005,0.27224489795918366
2183,2025-08-26,1,34,1,Abasto,-34.819416,-57.926885,Abasto; Lisandro Olmos; El Peligro,Furgoneta,8,7.84,98.0,69,83,5,30.3,1.86,14.43,223,126,97,0,17,0,,1,98.8,media,1,Nublado,mañana,parcial,Devolver a depósito,29.29,98.0,56.502242152466366,0.9666666666666666,0.35289156626506024
2184,2025-01-12,6,2,5,Lisandro Olmos,-34.800255,-57.899297,Lisandro Olmos; Melchor Romero; Los Hornos,Furgoneta,8,6.06,75.8,88,116,3,28.1,0.0,7.92,351,213,138,8,28,0,,0,100.0,alta,1,Lluvia ligera,mañana,con_incidente,,43.03,75.75,60.68376068376068,1.5313167259786475,0.37094827586206897
2185,2025-11-29,5,47,3,La Plata,-34.925848,-57.96052,La Plata; Tolosa,Camioneta,13,3.91,30.1,85,94,2,22.6,1.43,16.34,262,83,179,0,29,0,,0,100.0,baja,0,Viento fuerte,mañana,completa_ok,,33.82,30.07692307692308,31.679389312977097,1.4964601769911503,0.3597872340425532
2186,2025-04-26,5,16,4,City Bell,-34.872194,-57.980551,City Bell; Gonnet,Camioneta,13,5.28,40.6,75,85,2,21.1,0.49,11.53,257,116,185,0,32,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,37.72,40.61538461538462,45.13618677042802,1.7876777251184832,0.44376470588235295
2187,2025-01-23,3,3,3,Villa Elisa,-34.916559,-57.980565,Villa Elisa; La Plata,Camion 3.5t,18,4.51,25.1,71,95,7,18.2,2.2,10.4,237,105,132,18,26,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,30.4,25.055555555555554,44.303797468354425,1.6703296703296704,0.32
2188,2025-03-21,4,11,1,City Bell,-34.871419,-57.979004,City Bell; Joaquin Gorina,Furgoneta,8,5.19,64.9,97,115,9,25.2,0.0,16.8,242,90,152,9,15,0,,0,100.0,alta,0,Despejado,mañana,completa_ok,,32.89,64.875,37.1900826446281,1.3051587301587302,0.28600000000000003
2189,2025-03-27,3,12,2,El Carmen,-34.841688,-57.900471,El Carmen; Villa San Carlos,Camion 3.5t,18,7.77,43.2,89,104,5,30.2,0.0,13.52,445,126,232,28,26,1,,2,98.08,media,1,Nublado,mañana,con_incidente,,43.43,43.166666666666664,28.314606741573034,1.4380794701986754,0.41759615384615384
2190,2025-03-08,5,9,6,Tolosa,-34.919189,-57.953843,Tolosa; Ringuelet,Camion 3.5t,18,9.19,51.1,82,98,8,17.3,0.0,6.61,263,157,106,6,35,0,,0,100.0,alta,1,Despejado,mañana,con_incidente,,33.94,51.05555555555556,59.6958174904943,1.9618497109826587,0.3463265306122449
2191,2025-07-26,5,29,1,Berisso,-34.860442,-57.875238,Berisso; Los Talas,Furgoneta,8,4.65,58.1,78,93,7,20.0,0.54,240.0,183,5,216,3,5,0,,2,97.85,media,1,Nublado,mañana,parcial,Entrega parcial,24.75,58.12500000000001,2.73224043715847,1.2375,0.2661290322580645
2192,2025-04-18,4,15,2,Ringuelet,-34.94852,-57.928817,Ringuelet; Manuel B. Gonnet; Tolosa,Furgoneta,8,6.07,75.9,83,94,6,16.5,1.73,123.75,223,8,215,2,29,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,26.24,75.875,3.587443946188341,1.59030303030303,0.27914893617021275
2193,2025-08-18,0,33,6,Joaquin Gorina,-34.872482,-57.942566,Joaquin Gorina; Gonnet,Furgoneta,8,5.64,70.5,73,81,7,18.9,0.66,11.69,236,97,139,8,26,0,,0,100.0,baja,0,Despejado,mañana,con_incidente,,28.27,70.5,41.10169491525424,1.4957671957671959,0.34901234567901235
2194,2025-01-16,3,2,1,Gonnet,-34.937574,-57.924885,Gonnet; Ringuelet,Furgoneta,8,2.54,31.8,97,115,2,32.8,1.5,16.13,349,122,227,7,16,0,,2,98.26,baja,1,Nublado,mañana,parcial,Contactar cliente,43.52,31.75,34.95702005730659,1.3268292682926832,0.3784347826086957
2195,2025-04-08,1,14,5,Tolosa,-34.921754,-57.952946,Tolosa; Altos de San Lorenzo,Camioneta,13,7.03,54.1,68,79,4,28.1,1.4,80.29,204,21,183,18,29,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,29.07,54.07692307692308,10.294117647058822,1.0345195729537366,0.3679746835443038
2196,2025-09-15,0,37,5,Berisso,-34.858118,-57.871059,Berisso; Villa Argüello,Camioneta,13,10.6,81.5,76,91,7,32.4,0.0,8.64,326,225,101,5,13,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,39.11,81.53846153846153,69.01840490797547,1.2070987654320988,0.4297802197802198
2197,2025-04-19,5,15,3,Melchor Romero,-34.950263,-57.9814,Melchor Romero; Lisandro Olmos,Furgoneta,8,7.84,98.0,72,79,5,30.3,0.0,19.14,251,95,156,4,35,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,30.79,98.0,37.84860557768924,1.0161716171617161,0.38974683544303795
2198,2025-02-25,1,8,6,Gonnet,-34.930184,-57.924379,Gonnet; Manuel B. Gonnet; City Bell,Furgoneta,8,7.76,97.0,81,98,3,22.8,1.49,8.72,238,163,105,29,15,0,,1,98.98,baja,1,Despejado,mañana,parcial,Contactar cliente,32.87,97.0,68.4873949579832,1.4416666666666664,0.3354081632653061
2199,2025-08-13,2,32,1,Villa Elvira,-34.8928,-57.948411,Villa Elvira; Los Hornos; Villa Elisa; La Plata,Camioneta,13,5.34,41.1,72,88,8,23.4,0.85,24.63,218,57,161,34,22,0,,0,100.0,media,0,Lluvia ligera,mañana,completa_ok,,27.69,41.07692307692308,26.146788990825687,1.1833333333333336,0.31465909090909094
2200,2025-12-13,5,49,4,Ringuelet,-34.94724,-57.933597,Ringuelet; Manuel B. Gonnet,Furgoneta,8,7.84,98.0,75,87,6,3.9,0.72,46.8,142,5,158,3,33,0,,1,98.85,media,1,Despejado,mañana,parcial,Reintentar mañana,16.03,98.0,3.5211267605633805,4.110256410256411,0.1842528735632184
2201,2025-01-21,1,3,3,Joaquin Gorina,-34.870999,-57.943554,Joaquin Gorina; Gonnet; City Bell,Camioneta,13,5.94,45.7,95,110,5,30.1,0.0,17.37,303,104,199,4,21,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,36.83,45.69230769230769,34.32343234323432,1.2235880398671095,0.3348181818181818
2202,2025-02-01,5,4,1,Joaquin Gorina,-34.869667,-57.948573,Joaquin Gorina; Gonnet,Camioneta,13,2.46,18.9,71,87,6,27.2,0.17,14.97,249,109,140,4,25,0,,1,98.85,media,1,Despejado,mañana,parcial,Contactar cliente,34.04,18.923076923076923,43.77510040160642,1.2514705882352941,0.3912643678160919
2203,2025-01-03,4,0,5,Ringuelet,-34.949584,-57.932675,Ringuelet; Tolosa,Camioneta,13,4.5,34.6,66,78,9,14.7,0.83,110.25,173,8,165,2,22,0,,1,98.72,baja,1,Nublado,mañana,parcial,Contactar cliente,20.57,34.61538461538461,4.624277456647398,1.3993197278911564,0.26371794871794874
2204,2025-10-03,4,39,4,Villa Elvira,-34.891647,-57.949681,Villa Elvira,Camioneta,13,9.0,69.2,87,101,8,28.1,1.54,21.62,305,78,227,14,29,0,,1,99.01,media,1,Tormenta,mañana,parcial,Entrega parcial,38.81,69.23076923076923,25.573770491803277,1.3811387900355871,0.38425742574257427
2205,2025-03-02,6,9,7,Melchor Romero,-34.948967,-57.984725,Melchor Romero; Lisandro Olmos,Furgoneta,8,7.84,98.0,90,98,5,33.7,1.41,14.65,269,138,131,1,28,0,,0,100.0,baja,0,Nublado,mañana,completa_ok,,35.73,98.0,51.301115241635685,1.0602373887240355,0.36459183673469386
2206,2025-12-18,3,50,3,La Plata,-34.917155,-57.952643,La Plata,Furgoneta,8,5.15,64.4,82,95,7,27.0,0.64,16.36,314,99,215,4,22,0,,0,100.0,baja,1,Tormenta,mañana,con_incidente,,38.79,64.375,31.528662420382165,1.4366666666666665,0.4083157894736842
2207,2025-08-17,6,33,7,Lisandro Olmos,-34.800065,-57.895104,Lisandro Olmos; Abasto,Camioneta,13,10.41,80.1,74,79,11,31.4,2.44,13.27,273,142,131,15,36,0,,0,100.0,media,0,Despejado,mañana,con_incidente,,36.41,80.07692307692308,52.01465201465202,1.1595541401273886,0.46088607594936704
2208,2025-09-22,0,38,6,Tolosa,-34.920065,-57.950551,Tolosa; La Plata; Centro,Furgoneta,8,6.55,81.9,62,74,9,14.4,1.97,11.37,227,76,151,4,33,0,,1,98.65,media,1,Despejado,mañana,parcial,Reintentar mañana,26.52,81.875,33.480176211453745,1.8416666666666666,0.3583783783783784
2209,2025-08-08,4,31,2,City Bell,-34.878374,-57.985091,City Bell; Joaquin Gorina,Camion 3.5t,18,2.56,14.2,83,101,3,30.5,1.13,366.0,221,5,216,2,24,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,30.21,14.222222222222221,2.262443438914027,0.9904918032786886,0.2991089108910891
2210,2025-04-30,2,17,7,El Peligro,-34.827814,-57.906837,El Peligro; Abasto,Camioneta,13,9.25,71.2,84,98,9,25.7,3.34,51.4,258,30,228,2,30,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,30.97,71.15384615384616,11.627906976744185,1.2050583657587548,0.3160204081632653
2211,2025-05-31,5,21,1,Villa Elvira,-34.890061,-57.943349,Villa Elvira; El Peligro,Camioneta,13,8.43,64.8,92,104,4,40.9,1.35,15.06,371,163,208,4,21,0,,2,98.08,media,1,Lluvia ligera,mañana,parcial,Reintentar mañana,45.07,64.84615384615384,43.93530997304582,1.1019559902200489,0.4333653846153846
2212,2025-08-27,2,34,5,Ringuelet,-34.947501,-57.929189,Ringuelet; Tolosa,Camioneta,13,6.01,46.2,75,84,4,23.1,2.75,22.89,161,65,116,20,39,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,23.89,46.23076923076923,40.37267080745342,1.0341991341991341,0.28440476190476194
2213,2025-01-11,5,1,1,Tolosa,-34.920555,-57.946524,Tolosa; La Plata,Camioneta,13,3.36,25.8,70,82,6,25.8,0.0,43.0,181,36,145,15,41,0,,1,98.78,media,1,Viento fuerte,mañana,parcial,Entrega parcial,25.71,25.846153846153847,19.88950276243094,0.9965116279069768,0.31353658536585366
2214,2025-03-03,0,9,3,Ringuelet,-34.9455,-57.934773,Ringuelet; Gonnet; Manuel B. Gonnet; Villa Elisa,Furgoneta,8,7.62,95.2,78,96,6,40.2,1.54,11.32,335,213,122,10,21,0,,1,98.96,media,1,Nublado,mañana,parcial,Contactar cliente,44.62,95.25,63.582089552238806,1.1099502487562187,0.46479166666666666
2215,2025-03-20,3,11,5,Gonnet,-34.932639,-57.921948,Gonnet; City Bell; Manuel B. Gonnet,Camioneta,13,9.75,75.0,70,79,7,24.7,0.0,296.4,172,5,175,1,19,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,23.97,75.0,2.9069767441860463,0.9704453441295546,0.3034177215189873
2216,2025-10-18,5,41,5,La Plata,-34.914693,-57.950403,La Plata; Villa Elisa; El Peligro,Camioneta,13,3.34,25.7,82,96,9,27.3,0.59,65.52,237,25,212,1,23,0,,0,100.0,alta,0,Despejado,mañana,completa_ok,,29.45,25.692307692307693,10.548523206751055,1.0787545787545787,0.3067708333333333
2217,2025-01-11,5,1,1,Gonnet,-34.933455,-57.921913,Gonnet; Manuel B. Gonnet,Furgoneta,8,7.33,91.6,84,102,6,16.4,0.0,13.12,271,75,196,8,26,0,,0,100.0,baja,1,Viento fuerte,mañana,con_incidente,,31.79,91.625,27.67527675276753,1.9384146341463415,0.31166666666666665
2218,2025-04-25,4,16,5,Gonnet,-34.936302,-57.930354,Gonnet; City Bell; Joaquin Gorina,Furgoneta,8,5.35,66.9,84,97,8,28.4,0.13,15.63,239,109,130,30,36,0,,2,97.94,alta,1,Despejado,mañana,parcial,Contactar cliente,31.16,66.875,45.60669456066946,1.0971830985915494,0.32123711340206185
2219,2025-12-23,1,51,3,El Carmen,-34.841742,-57.901103,El Carmen; Berisso,Camioneta,13,4.39,33.8,77,92,5,25.3,2.55,15.81,267,96,171,0,39,0,,1,98.91,media,1,Despejado,mañana,parcial,Reintentar mañana,34.79,33.76923076923077,35.95505617977528,1.3750988142292488,0.37815217391304345
2220,2025-09-11,3,36,7,Villa Elisa,-34.912997,-57.97894,Villa Elisa; Gonnet,Camioneta,13,3.79,29.2,71,78,5,23.5,3.02,282.0,199,5,197,11,26,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,26.91,29.153846153846153,2.512562814070352,1.1451063829787234,0.34500000000000003
2221,2025-12-08,0,49,6,Tolosa,-34.920839,-57.947312,Tolosa; Manuel B. Gonnet; Ringuelet,Furgoneta,8,3.43,42.9,79,94,5,23.7,1.53,13.02,195,124,109,6,30,0,,0,100.0,media,0,Nublado,mañana,completa_ok,,31.07,42.875,63.589743589743584,1.310970464135021,0.33053191489361705
2222,2025-01-31,4,4,3,Berisso,-34.858933,-57.875912,Berisso; Villa Argüello; Manuel B. Gonnet,Furgoneta,8,3.89,48.6,73,86,10,32.5,3.06,9.65,307,202,105,0,24,0,,0,100.0,media,1,Nublado,mañana,con_incidente,,37.31,48.625,65.79804560260585,1.1480000000000001,0.4338372093023256
2223,2025-05-18,6,20,3,City Bell,-34.871401,-57.977942,City Bell,Camion 3.5t,18,6.11,33.9,78,90,4,28.9,1.98,10.22,310,185,141,4,17,0,Fallo mecánico,0,100.0,media,1,Despejado,mañana,con_incidente,Contactar cliente,42.6,33.94444444444444,59.67741935483871,1.4740484429065746,0.47333333333333333
2224,2025-07-29,1,30,6,Ringuelet,-34.945515,-57.928038,Ringuelet; Manuel B. Gonnet,Furgoneta,8,6.23,77.9,76,88,7,23.2,0.34,27.43,227,56,191,6,29,0,,1,98.86,baja,1,Despejado,mañana,parcial,Contactar cliente,31.25,77.875,24.669603524229075,1.3469827586206897,0.35511363636363635
2225,2025-07-31,3,30,3,Manuel B. Gonnet,-34.922638,-57.926444,Manuel B. Gonnet; Gonnet; Ringuelet,Furgoneta,8,5.67,70.9,90,95,7,25.5,3.71,102.0,230,15,215,19,25,0,,1,98.95,media,1,Nublado,mañana,parcial,Devolver a depósito,28.85,70.875,6.521739130434782,1.1313725490196078,0.3036842105263158
2226,2025-01-22,2,3,4,Gonnet,-34.928769,-57.918931,Gonnet,Camioneta,13,6.23,47.9,91,104,9,35.4,0.09,13.19,334,161,173,10,24,0,,0,100.0,baja,0,Nublado,mañana,con_incidente,,41.43,47.92307692307693,48.20359281437126,1.1703389830508475,0.3983653846153846
2227,2025-02-11,1,6,5,Tolosa,-34.919743,-57.95602,Tolosa; Manuel B. Gonnet; Abasto; El Peligro,Furgoneta,8,7.66,95.8,70,84,1,28.9,0.3,10.38,315,167,148,7,23,0,,0,100.0,media,1,Nublado,mañana,con_incidente,,37.54,95.75,53.01587301587302,1.2989619377162631,0.4469047619047619
2228,2025-11-02,6,44,7,City Bell,-34.87178,-57.984163,City Bell; Manuel B. Gonnet,Camion 3.5t,18,7.14,39.7,98,107,7,28.2,0.0,14.34,254,118,136,2,16,0,,0,100.0,media,0,Despejado,mañana,completa_ok,,32.07,39.666666666666664,46.45669291338583,1.1372340425531915,0.2997196261682243
2229,2025-08-31,6,35,3,La Plata,-34.918212,-57.952263,La Plata; Villa Elisa; City Bell; Joaquin Gorina,Camioneta,13,6.41,49.3,78,103,3,6.3,0.0,75.6,133,5,181,1,14,0,,1,99.03,media,1,Despejado,mañana,parcial,Reintentar mañana,16.82,49.30769230769231,3.7593984962406015,2.66984126984127,0.16330097087378642
2230,2025-11-26,2,47,3,Gonnet,-34.93441,-57.92097,Gonnet; City Bell,Camioneta,13,7.7,59.2,78,86,6,27.2,0.0,27.51,194,65,146,6,26,0,,0,100.0,media,1,Nublado,mañana,parcial,Reintentar mañana,28.57,59.23076923076923,33.50515463917525,1.0503676470588235,0.3322093023255814
2231,2025-03-21,4,11,5,Ringuelet,-34.944731,-57.926996,Ringuelet; Manuel B. Gonnet,Camioneta,13,4.81,37.0,91,112,6,26.3,0.0,11.43,339,138,201,14,36,0,,0,100.0,media,1,Despejado,mañana,con_incidente,,43.1,37.0,40.707964601769916,1.638783269961977,0.3848214285714286
2232,2025-11-01,5,43,7,Tolosa,-34.921787,-57.952652,Tolosa; Gonnet; Ringuelet,Furgoneta,8,7.13,89.1,83,99,6,22.7,0.35,11.07,222,123,99,3,24,0,,0,100.0,baja,0,Tormenta,mañana,completa_ok,,27.26,89.125,55.4054054054054,1.2008810572687225,0.27535353535353535
2233,2025-08-24,6,34,3,Ringuelet,-34.949367,-57.925561,Ringuelet; Gonnet,Furgoneta,8,5.63,70.4,91,102,6,14.2,0.0,7.68,306,111,195,3,39,0,,2,98.04,baja,1,Despejado,mañana,parcial,Contactar cliente,37.31,70.375,36.27450980392157,2.6274647887323948,0.3657843137254902
2234,2025-01-09,3,1,1,Villa Elisa,-34.914416,-57.986788,Villa Elisa; La Plata,Camion 3.5t,18,6.94,38.6,90,110,7,29.3,0.0,251.14,250,7,243,6,36,0,,0,100.0,media,0,Nublado,mañana,completa_ok,,30.33,38.55555555555556,2.8000000000000003,1.0351535836177475,0.2757272727272727
2235,2025-01-20,0,3,5,Villa Elvira,-34.892019,-57.949258,Villa Elvira; Abasto,Furgoneta,8,5.17,64.6,72,82,7,27.5,2.69,19.64,253,84,169,18,18,0,,0,100.0,baja,0,Despejado,mañana,con_incidente,,30.16,64.625,33.201581027667984,1.0967272727272728,0.3678048780487805
2236,2025-10-29,2,43,4,Melchor Romero,-34.945273,-57.980066,Melchor Romero,Furgoneta,8,6.87,85.9,75,92,7,18.4,0.0,11.04,227,100,127,1,28,0,,1,98.91,media,1,Tormenta,mañana,parcial,Devolver a depósito,27.46,85.875,44.052863436123346,1.4923913043478263,0.29847826086956525
2237,2025-09-09,1,36,1,La Plata,-34.921953,-57.959554,La Plata; Centro,Furgoneta,8,5.99,74.9,83,93,5,36.0,0.91,11.55,289,187,102,3,38,0,,0,100.0,media,0,Nublado,mañana,completa_ok,,39.19,74.875,64.70588235294117,1.088611111111111,0.4213978494623656
2238,2025-08-26,1,34,6,Villa Elvira,-34.889471,-57.950558,Villa Elvira; Villa Montoro; La Plata,Camioneta,13,5.87,45.2,74,89,6,15.6,1.69,6.04,271,155,116,3,29,0,,1,98.88,baja,1,Despejado,mañana,parcial,Entrega parcial,33.98,45.15384615384615,57.19557195571956,2.178205128205128,0.38179775280898876
2239,2025-09-26,4,38,2,City Bell,-34.87314,-57.978106,City Bell; Joaquin Gorina,Camion 3.5t,18,5.62,31.2,61,68,2,17.8,0.0,7.97,224,134,90,9,28,0,,0,100.0,baja,1,Nublado,mañana,con_incidente,,28.52,31.222222222222225,59.82142857142857,1.602247191011236,0.4194117647058824
2240,2025-02-06,3,5,6,Ringuelet,-34.946067,-57.929873,Ringuelet; Gonnet,Furgoneta,8,7.51,93.9,73,81,5,18.5,0.0,16.92,220,72,186,6,19,0,,0,100.0,media,1,Tormenta,mañana,con_incidente,,33.59,93.875,32.72727272727273,1.8156756756756758,0.4146913580246914
2241,2025-01-27,0,4,4,Villa Elvira,-34.888291,-57.943405,Villa Elvira; Villa Montoro; Los Hornos,Furgoneta,8,5.67,70.9,71,77,8,55.8,0.0,18.12,364,145,146,4,50,1,,4,94.81,media,1,Nublado,mañana,parcial,Reintentar mañana,37.7,70.875,39.83516483516483,0.6756272401433693,0.48961038961038966
2242,2025-01-09,3,1,6,Altos de San Lorenzo,-34.920869,-57.948828,Altos de San Lorenzo; El Carmen,Furgoneta,8,7.7,96.2,71,84,6,35.4,1.91,10.11,303,210,93,13,21,0,,0,100.0,alta,1,Despejado,mañana,con_incidente,,38.69,96.25,69.3069306930693,1.0929378531073446,0.46059523809523806
2243,2025-04-13,6,15,1,Tolosa,-34.922863,-57.949081,Tolosa,Camioneta,13,7.56,58.2,82,98,7,16.6,0.0,25.54,191,39,152,11,41,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,25.78,58.15384615384615,20.418848167539267,1.553012048192771,0.2630612244897959
2244,2025-11-19,2,46,1,La Plata,-34.920097,-57.955713,La Plata; Villa Elisa; City Bell,Camioneta,13,7.35,56.5,72,90,0,27.4,0.0,29.89,223,55,168,1,33,0,,0,100.0,alta,0,Despejado,mañana,completa_ok,,28.86,56.53846153846154,24.663677130044842,1.0532846715328468,0.32066666666666666
2245,2025-10-29,2,43,2,Villa Montoro,-34.903714,-57.95261,Villa Montoro; Los Hornos,Furgoneta,8,5.92,74.0,86,101,8,31.6,3.93,10.59,333,179,154,15,44,0,,1,99.01,media,1,Despejado,mañana,parcial,Entrega parcial,39.91,74.0,53.753753753753756,1.2629746835443036,0.3951485148514851
2246,2025-10-20,0,42,7,La Plata,-34.917787,-57.959618,La Plata; Tolosa; Manuel B. Gonnet,Camioneta,13,7.37,56.7,75,87,5,27.7,0.0,13.09,231,127,104,2,31,0,,0,100.0,baja,0,Despejado,mañana,completa_ok,,31.28,56.6923076923077,54.97835497835498,1.1292418772563177,0.35954022988505746
